,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,duration_ms,name,popularity
7226,0.169,0.54,0.69,2hYE8YeQPEsU2fSOY4NGTE,0.000356,1,0.147,-5.298,0,0.0244,83.705,0.476,208106,Indigo Blue,1
7228,0.000624,0.395,0.962,0Sz5gAJoCfWC8nNVpZm46g,0.293,8,0.286,-4.606,0,0.0508,180.058,0.544,263833,Crying Over You,0
7230,0.0866,0.551,0.854,1LwM2qIXi3Y7YTcJ6BQgal,0.0,2,0.242,-6.163,0,0.176,176.053,0.386,244866,Divided States of America,50
7232,0.00753,0.357,0.874,5hG3Xy20wHbzGil4eqCIgR,0.0,0,0.16,-3.19,1,0.0472,87.027,0.448,217920,Caught By The Wind,35
7234,0.00199,0.387,0.931,5mOryWsK2toGBTbtgK9rNi,0.164,6,0.113,-4.387,0,0.182,173.808,0.838,188693,Strength In Numbers,0
7236,0.000462,0.358,0.823,6xnhvngEfrUad67GsI2GTw,0.0,7,0.349,-3.409,0,0.0401,172.915,0.469,198466,Trouble,32
7238,0.00181,0.653,0.775,73VrGWg4I2DJiWXtbseyiG,0.0,2,0.331,-6.723,1,0.0366,117.016,0.82,225737,You’re The Best Thing About Me,5
7240,0.000585,0.512,0.797,03HKbFZUW8yi1FBRAN0XUV,0.0,2,0.0822,-3.824,0,0.0433,106.965,0.385,211013,Reset Me,52
7242,7.95e-05,0.42,0.9,11gvm2YWl5140MBUACWCWF,0.000254,11,0.106,-7.268,1,0.05,135.918,0.459,218240,The Line,0
7244,0.000281,0.575,0.835,5I1t7qpKuvg2CqBsagQRsh,0.00168,7,0.36,-5.773,1,0.0261,129.982,0.737,174562,As Tears Go By,0
7246,0.1,0.747,0.702,1XqYwulzkn1ymXmkAo1nAv,7.62e-05,0,0.128,-5.844,1,0.0584,87.034,0.598,195720,Thunder (With K.Flay) - Official Remix,7
7248,0.658,0.653,0.378,0mel2N9Ws9r4yLQn5QE21Y,0.0,5,0.177,-8.273,1,0.0533,91.835,0.54,201000,Too Good At Goodbyes - Edit,28
7250,0.000459,0.606,0.92,2h8Jq5OoU4lUxU19W4pDBi,0.000159,2,0.986,-5.183,1,0.0725,120.013,0.364,284894,Let the Sparks Fly,21
7252,0.00713,0.844,0.846,0ugZx8uzcEjP2qMEBLYGzv,0.00018,8,0.119,-5.087,1,0.0347,129.988,0.889,207777,Pensando em Voce,38
7255,0.00537,0.59,0.842,2tnk7NUXUCcX326HqfokB6,0.0,7,0.137,-4.54,1,0.0931,109.044,0.747,191213,Bipolar Baby!,61
7256,9.08e-06,0.273,0.951,2fSbOlaPB1QOfg6AgWva1G,0.0987,10,0.0935,-3.596,1,0.0968,141.558,0.335,157996,They,18
7257,0.00934,0.572,0.922,2D9gHF7YBHBcif9IIYzxOq,0.0848,7,0.299,-3.793,1,0.0535,107.52,0.556,195767,Closer,32
7258,0.222,0.654,0.639,0twskVUUri0zHifOBlVarH,1.59e-05,5,0.116,-4.684,0,0.0402,102.025,0.384,215882,Stay,33
7259,0.000114,0.555,0.839,3c3XnCPwxGhQEHFxxjQcWe,0.0574,5,0.102,-3.583,1,0.0483,124.877,0.637,254200,Thrash Unreal,55
7260,0.000105,0.386,0.949,6MVhQjz1SNN8IDTBlZwvwG,0.0,8,0.132,-3.701,0,0.0486,105.219,0.55,247426,Roses For The Dead,44
7261,0.823,0.537,0.159,22D3NUKiMuDyy2Zf9zwo19,0.337,0,0.108,-15.501,1,0.0345,87.329,0.0434,186000,Brand New - Acoustic in Amsterdam,0
7263,0.753,0.484,0.318,0QFpD0YyZgSyaM3f5hWHOo,7.09e-06,4,0.11,-11.244,1,0.0276,144.171,0.254,158935,Previsões - ONErpm Studios Mix,17
7265,0.000125,0.515,0.99,0Ga6ZLnvfMMbEh34ryBgYC,0.00105,1,0.807,-4.936,1,0.142,113.951,0.165,318866,Metalingus,23
7270,0.00184,0.287,0.763,4312EQqeJN7SBl9aLRMJRF,0.0187,5,0.58,-7.315,0,0.0399,161.227,0.848,201489,extremos pueris,34
7272,0.864,0.704,0.422,1r6JOvVgGQ2QU2uNrvk98g,0.0,5,0.138,-9.082,1,0.0286,114.242,0.481,221115,Whole Wide World - Recorded at Spotify Studios NYC,55
7274,0.00159,0.292,0.986,3Ikx48PUIc4w36Li5Lhw0h,0.000419,7,0.0892,-3.045,1,0.181,197.923,0.337,201025,Head Like a Haunted House,53
7276,0.112,0.631,0.748,2zZZusWbypEZShCO9XCrDR,0.000401,8,0.0798,-6.663,0,0.0279,89.986,0.651,304988,Distraction (Acoustic),32
7278,0.0767,0.795,0.608,4mxWSdf71VFO52qFeY0fZt,2.92e-06,5,0.0853,-5.222,0,0.0694,110.001,0.386,199849,What Lovers Do (feat. SZA),27
7280,0.599,0.67,0.58,5fPekYUAp2WAA88htEEdYI,0.00145,2,0.0789,-8.733,1,0.0268,117.829,0.78,168346,How Soon The Dawn,7
7282,0.000569,0.518,0.955,0yFntek8wFFFKtgyvuvCVJ,6.86e-06,8,0.0494,-4.524,1,0.0751,92.402,0.668,181459,Warrior,0
7284,0.0595,0.659,0.659,4V9ZJSZ7TucIA02M2YEuc6,0.0,5,0.124,-6.358,0,0.0608,172.052,0.765,234665,Broken Machine,34
7286,0.00185,0.685,0.693,10Q0ftQ4n8lyBj8t423BSY,0.0135,6,0.213,-7.854,1,0.0311,131.959,0.674,237146,Freedom Child,49
7288,0.00054,0.697,0.824,3PgIZG6N4bNzmBoqETxwPj,0.782,5,0.107,-8.169,1,0.0371,124.006,0.0804,405893,Busted and Blue - Yotto Remix,36
7290,0.15,0.531,0.505,730v3Dd9EodDgPVLmHS2tP,0.0348,4,0.126,-8.505,0,0.0267,76.012,0.362,274293,Dias Assim,38
7292,0.166,0.777,0.675,1dVWoeam7D1Zg6hB57pBE7,1.46e-06,1,0.157,-7.765,0,0.0827,96.008,0.696,190097,Shape of You - NOTD Remix,45
7294,0.000126,0.545,0.909,3ssYvHt6EsITVfjbG15RCG,0.0,3,0.127,-4.454,0,0.0529,124.008,0.733,241524,Mosquito (Original Version),32
7295,0.0035,0.54,0.946,5oHAxtEbxNforEmJSQpOZ6,0.0,6,0.972,-4.048,1,0.0501,123.983,0.631,257199,Mosquito - Live (Bonus Track),35
7296,0.605,0.404,0.408,2iFsNO2v2AOTu3OaD2sEmk,0.0,5,0.1,-10.371,1,0.0517,114.536,0.237,230000,The Kill (Bury Me) - Live,45
7297,8.83e-05,0.591,0.905,3N6wNh5vk9Hshfvr9YIiUL,3.47e-06,0,0.13,-3.884,1,0.0502,120.001,0.673,176373,American Attraction,1
7299,0.0102,0.44,0.932,1YrJCGCuGZQFBwTb6gwIEM,0.0,3,0.142,-4.488,0,0.0584,157.438,0.495,303920,Blurry,17
7300,0.000821,0.512,0.865,3pxCXv0NACYfYnLjFcQW5D,0.0,7,0.0982,-4.146,1,0.0338,138.017,0.529,222826,Addicted,68
7303,0.469,0.403,0.134,0JVOH4v8cUn5jyhwvuriAb,0.0,6,0.113,-14.955,1,0.0353,182.894,0.258,334000,More Than Words,12
7304,0.0532,0.487,0.885,0jjwHybbdtMeBiAYKeoNXp,0.0,9,0.277,-4.599,0,0.056,157.043,0.624,231773,You And Me,41
7305,0.0242,0.484,0.64,06LZcxlNSBZmYQGdgKTfzQ,0.0,6,0.235,-8.592,1,0.0283,82.015,0.296,266333,Forget the Lies,57
7306,0.0495,0.264,0.696,7uWwUxLtlu15no7Qngaf9x,0.0,8,0.0788,-4.463,0,0.0358,73.704,0.257,217120,That's Just Life,44
7308,0.0328,0.517,0.79,1EotcFbWTbMCXeKFVEtX6Y,0.0,8,0.084,-3.334,1,0.0323,85.983,0.357,201346,Vindicated,55
7311,0.0695,0.541,0.59,7vWc8y9RLq4QDHVH3arbmy,0.00744,5,0.145,-6.631,1,0.0294,107.953,0.065,189742,I Love The USA,45
7312,3.71e-05,0.363,0.989,1g5CHtsDQl7KVWaUiAwat0,0.0,9,0.0687,-2.361,0,0.0942,168.015,0.467,237533,Lycanthrope,39
7313,7.13e-05,0.513,0.943,1Fy9hQQLek2UpOYUEPjiYn,3.75e-06,11,0.164,-3.982,1,0.0619,116.999,0.528,224600,Help Me,38
7314,0.000563,0.551,0.796,4OHS11kEC5yUKzZ4bspNGy,0.000125,9,0.12,-5.627,0,0.0353,98.006,0.356,235560,Bloodfeather,49
7315,0.899,0.54,0.156,6MXxde3yMwLO6iHJTA2WPq,2.26e-06,2,0.109,-11.068,1,0.0345,133.821,0.384,252537,O Ar,13
7317,0.816,0.668,0.435,4qaxyir8EBObTzYBRgEYk5,4.17e-06,8,0.196,-7.341,0,0.0313,127.906,0.494,214421,Sorry - Acoustic,48
7319,0.0109,0.55,0.9,3XRkGFXiBJyhlFciv6wycE,0.0499,4,0.0859,-5.353,1,0.0385,155.03,0.485,313760,Burn the Witch - Metal Version,17
7321,0.151,0.663,0.69,7FKr37iw0uQz9dH5qJgD8t,0.0014,4,0.188,-5.998,1,0.0277,135.065,0.641,259769,Não Posso Mais,0
7323,0.00967,0.336,0.735,1qV3c4s5CDAJoxrU6zhhwa,0.0107,10,0.13,-8.093,1,0.0399,83.464,0.598,183749,esc (caverna digital),39
7325,0.608,0.364,0.785,7h7BiKY7rhS6X8TDPUWGCg,1.41e-06,4,0.0715,-3.846,0,0.0576,90.962,0.186,258577,Bring Me To Life (Synthesis),32
7327,0.884,0.668,0.197,5pgZEkzPMcoHj1QQuk1I85,0.0,6,0.361,-12.427,0,0.0376,138.06,0.379,225329,Sweetie Little Jean - Recorded at Spotify Studios NYC,39
7329,0.000115,0.494,0.778,4U9arGcc4ATa7shChhLQP0,0.0,8,0.0904,-7.041,1,0.0359,139.963,0.406,188227,Walk On Water,12
7331,0.826,0.678,0.219,1wiXASiufO4D3SH2JoZEZ9,0.000149,11,0.277,-13.54,0,0.0857,81.56,0.505,166041,Night People - Acoustic in Amsterdam,0
7333,0.000799,0.358,0.549,5vFshmrfuOng89bVtW33J9,0.00503,11,0.22,-7.843,0,0.0693,130.733,0.533,244573,The Sky Is A Neighborhood,5
7335,0.0135,0.162,0.517,0aDoFKy3OZfSAmBwYcJtSg,0.246,11,0.116,-8.214,0,0.0631,173.743,0.109,369338,Villains of Circumstance,52
7337,0.018,0.567,0.795,4TNZcpCa1INzkP2IIUKLcN,2.39e-05,2,0.206,-8.295,0,0.0268,99.987,0.648,214980,Silver Night,0
7339,0.0701,0.605,0.843,1sXF5SrOMKhqbbFRc6eGT2,0.0,9,0.0843,-7.389,1,0.0309,155.02,0.92,263278,Do It for Me Now (Acoustic),40
7341,0.00165,0.501,0.922,2n2nvySpS7BlMN9sMEXOH9,0.0,5,0.0702,-4.93,0,0.264,170.106,0.368,168120,Cheers,33
7343,0.000439,0.581,0.966,1rMwK3BY55sPQMNItiGN7w,0.000115,7,0.0752,-6.117,1,0.117,94.992,0.53,245186,Soundboy Killa,46
7345,0.00441,0.166,0.544,5IjjXsglStaHzAQOUQyOpo,0.0089,9,0.0812,-9.82,1,0.0418,89.97,0.159,214146,God Only Knows,0
7347,0.449,0.554,0.884,05QgWNB39OohjrMKN8voVB,0.0,11,0.0973,-3.23,0,0.41,123.949,0.664,279406,"Saturnz Barz - (Cadenza Remix) [feat. Popcaan, Assassin, Mad Cobra, Teddy Bruckshot & Killa P]",29
7349,0.00933,0.464,0.754,1swwODl5Ea2dAvE6I8Umv4,0.672,8,0.108,-6.017,1,0.0593,140.064,0.245,310533,Wonderful Wonderful,0
7353,0.00018,0.553,0.963,4w2z5QGS4TG2k9Mo2fesdc,0.00133,10,0.337,-4.951,1,0.0696,139.987,0.399,245666,Prodigy Composers,0
7354,0.000389,0.423,0.991,5VfjLpV2FhZPTOT4Wx7gJc,8.95e-05,1,0.426,-1.359,1,0.178,134.763,0.157,240429,Trespasser,33
7355,1.32e-05,0.394,0.831,6IL6VSKkaxQMjCzFTmUwb1,0.000156,4,0.294,-3.527,1,0.0414,147.021,0.379,222106,I'm Not Sorry,46
7356,0.00093,0.503,0.921,6FhB5ZyT4JsIJ0ozDlXCIp,2.75e-06,8,0.26,-5.907,0,0.106,121.983,0.359,221160,Save Yourself,53
7357,0.00193,0.588,0.892,1cWLHfLSF0FLAwvyznKkOb,0.000991,2,0.32,-4.322,1,0.0337,95.905,0.565,229533,Devil On My Shoulder,36
7358,0.00641,0.405,0.924,1jSC0PrSdgmCBLthZdu6mh,0.0,6,0.114,-4.865,0,0.0516,147.934,0.401,274826,Loser,37
7363,0.0913,0.492,0.829,6rYQgnTMQufFaN2ZUcgbtE,0.00801,0,0.133,-9.551,1,0.0558,195.987,0.803,230575,J-Boy - Recorded at Spotify Studios NYC,30
7365,0.00011,0.338,0.958,5ZVxA2LPi15emlyCKlwpr9,0.00249,3,0.493,-4.579,1,0.081,165.081,0.203,329786,The Other Side,11
7367,0.0534,0.561,0.947,4BgS9zYnh6UNmzcaa616ru,0.0,7,0.374,-3.615,1,0.0545,128.024,0.605,221173,Life Ain't Easy (For a Boy with Long Hair),5
7369,0.000386,0.517,0.97,0v94bkWX5NUtTN7OpCcA19,0.00026,1,0.0413,-3.992,1,0.0767,100.036,0.476,349869,The Sin And The Sentence,0
7371,0.142,0.691,0.445,15AigENsD6EA7sSD5cOwGD,0.142,5,0.111,-13.257,0,0.0388,128.011,0.503,243750,Periscope feat. Skylar Grey (Spankox Extended Remix),0
7373,0.745,0.594,0.129,6q7f7uI8fj59WOpJRZ3lu9,0.403,11,0.584,-15.249,0,0.0355,102.56,0.0609,194000,Take on the World - Acoustic in Amsterdam,0
7375,0.0117,0.473,0.821,4hBFsFqBLkZh3NXudMxVgP,3.22e-06,8,0.104,-4.859,1,0.0529,87.914,0.239,232942,I'm Not Made by Design,38
7377,0.534,0.596,0.451,2tdXt0mNIGYwlqP3Xdsnmz,0.00134,5,0.117,-12.421,0,0.0311,103.473,0.327,261671,cartão postal,35
7379,0.412,0.593,0.58,2XbPIycgx6OkOXQ9IHbbmL,0.0,1,0.0996,-5.681,1,0.0913,77.483,0.397,153548,Basket Case - From ‘The Tick’ TV Series,8
7381,0.00908,0.72,0.386,3Xr4X1h7kUh5MrBCNDtTO4,0.00181,9,0.265,-7.506,0,0.0559,105.007,0.163,277985,Strobelite (feat. Peven Everett) - Kaytranada Remix,37
7383,0.069,0.504,0.69,7LzdE75Ii1HLGWhhIJK4hD,0.0,11,0.515,-5.451,1,0.042,84.073,0.654,191275,Mexican Fender,32
7385,0.00602,0.521,0.745,2KeW231kfBywyI8F9ii75F,4.38e-05,9,0.137,-5.722,0,0.0333,75.044,0.383,280506,Kill The Lights,39
7386,0.000816,0.478,0.947,68jM3HGqCToav6bsNY2slc,0.0,0,0.394,-3.644,1,0.0778,158.004,0.524,192946,San Diego,52
7387,0.0247,0.538,0.823,3v25fkE00SbMTyaVA5uo9t,0.00298,9,0.126,-5.265,0,0.0329,105.017,0.187,282428,Placebo,23
7388,0.00012,0.44,0.955,3vMnbmRQgYaw52Ahs48wHl,0.000132,10,0.109,-4.114,1,0.0603,145.004,0.352,223063,Overdrive,35
7389,7.14e-05,0.229,0.918,4sYcmNeAgIE8w4KpJgLlxn,1.9e-05,8,0.214,-3.433,0,0.0729,165.897,0.269,224213,Saviour,46
7390,0.000547,0.57,0.981,3V5YvDJvJYLrjzuzl23dC9,0.00144,4,0.112,-4.106,0,0.0943,130.0,0.405,150053,I Don't Like Me Anymore,26
7391,0.0171,0.388,0.695,71z0cjB52gQKNoWBiJxcdQ,7.8e-06,4,0.083,-5.918,1,0.0296,137.079,0.346,210853,Mad Love,0
7392,0.00731,0.51,0.918,42vItJwDNI6rno1XH9mjXD,0.0,1,0.0986,-3.85,1,0.0427,130.031,0.3,265921,Blossom,0
7393,0.00529,0.562,0.925,1vVxs38Oz7Ya1A4ch5JllB,1.1e-05,11,0.0904,-4.327,0,0.0966,119.951,0.137,351453,À Prova de Balas,36
7394,0.00151,0.432,0.721,1qHKp7GcZAkokEQVXPrPI8,0.0,4,0.0894,-6.53,0,0.0434,144.082,0.242,223332,FEEL NOTHING,0
7395,0.000144,0.605,0.914,1J8foBVRIEfk1U3GxF89Zl,0.002,9,0.37,-4.741,1,0.0433,112.004,0.354,240800,Quicksand,22
7396,0.00126,0.372,0.853,7jgmqcQo7iENiYx60L8fnN,0.0,9,0.242,-9.726,1,0.397,175.008,0.271,215314,4 Chords Songs Mashup,40
7397,0.00057,0.264,0.882,5heRJEokcKygT588ZXjYXn,0.111,7,0.283,-4.362,1,0.0795,85.508,0.766,390579,The Evil Has Landed,39
7399,0.00244,0.645,0.937,6iw5LxIITNVILnmI3XTBVK,5.2e-05,5,0.143,-4.743,0,0.0532,153.992,0.964,202613,Radical Eyes,0
7401,0.000757,0.538,0.926,0Nv1Mk5Np7XDcoHxqxKaLy,0.0,9,0.0816,-3.125,1,0.0415,143.978,0.961,187648,Fell For You - Otis Mix,34
7403,0.000726,0.566,0.785,1T2nsicOOAVbxQY3NNLTQ0,0.811,11,0.105,-5.588,0,0.0398,122.019,0.172,273546,Coruja,27
7405,0.0404,0.636,0.795,1Tak5sH7zkfhe1I4he9MKo,0.0,7,0.161,-6.077,1,0.0587,104.972,0.633,204224,Strobelite (feat. Peven Everett) - Radio Edit,34
7407,0.0188,0.55,0.849,5OTAeAVUB1W0SMFgYT72q3,0.0741,11,0.109,-6.194,0,0.0376,76.992,0.569,264668,Medo Do Medo,0
7409,0.646,0.445,0.263,65Fz2cM2BiIlBBlNbw5RtZ,1.49e-06,5,0.868,-12.276,1,0.0253,77.086,0.188,244480,Rubber Ball - Unpeeled,48
7411,3.16e-05,0.503,0.967,7Gg3vweZopSn1QBEvM8YSF,0.0,7,0.299,-2.492,1,0.176,95.006,0.254,234774,California Dreaming,47
7413,0.000816,0.49,0.955,7gQpqkKbQ2dEtyhgBVPXXk,2.01e-06,11,0.109,-3.69,0,0.0951,97.567,0.423,124822,A Million Miles,45
7415,5.33e-05,0.392,0.939,2Ewr3eP43ECat4vn30kHMF,0.000707,2,0.237,-4.366,1,0.0987,194.968,0.626,180869,Overthinking,43
7417,0.000696,0.518,0.797,0ADZ5dmXhlfzjMw6lefoPl,0.0,6,0.107,-5.153,1,0.0309,132.915,0.293,238173,Far Away,67
7420,0.389,0.43,0.434,0MdCdaX7AEPRQHncDdlCqT,0.00012,2,0.162,-8.228,1,0.0311,135.903,0.384,249880,Nossos Segredos,38
7422,0.22,0.738,0.531,03fGZZP007e47Xqq5mU7fq,0.0,6,0.252,-9.286,1,0.258,93.011,0.736,215109,Rain - Acoustic Version,43
7424,0.00136,0.437,0.87,0eOEd3qJVAyp3EXZyLIk7D,0.0323,0,0.216,-9.359,1,0.0609,114.553,0.278,239720,distopia,15
7426,0.23,0.785,0.818,5e7AbH3yxw9edaEaHo5DCo,0.0,2,0.205,-6.717,1,0.0486,120.001,0.816,220624,How Do You Feel? (Acoustic),25
7432,0.0559,0.78,0.745,5HDPtsnyb3maFmPL8LLUTG,0.0,7,0.0595,-3.97,1,0.145,94.026,0.862,189280,New Man,73
7434,0.052,0.415,0.657,2hmHlBM0kPBm17Y7nVIW9f,0.0552,9,0.233,-6.758,0,0.0295,115.752,0.69,205746,My Propeller,59
7436,0.214,0.53,0.861,57ala3dITsOzu59EfKMTlA,0.0,4,0.269,-5.408,0,0.0494,93.943,0.674,168852,Hellfire,47
7437,0.108,0.521,0.947,5tQjZyhpFE4BfrrhHQOKSH,0.0,10,0.184,-3.899,0,0.0786,132.9,0.494,219806,We Go Further,0
7438,1.98e-05,0.481,0.946,1hEb4lDtB7H3H35MgyTJzB,0.00397,2,0.0987,-3.947,1,0.038,95.961,0.588,213213,Bridge Burner,46
7439,0.00135,0.42,0.839,1YuhPg42Kv5opz9u2e6jkE,0.0335,0,0.135,-5.096,0,0.0373,80.965,0.425,333160,Lustration,25
7441,0.671,0.372,0.415,4uzqfWZBX2tGz0n0TlN187,0.0,1,0.118,-5.528,1,0.0313,159.828,0.352,231046,The Climb,0
7443,0.000968,0.405,0.898,7yYHqCFnz7IrMKRO5T48FZ,2.03e-06,5,0.2,-5.982,1,0.0417,165.126,0.697,154710,The Killer,33
7445,0.00338,0.539,0.787,5XQGVOIgKyXhcv9TrQQAH0,0.118,4,0.103,-10.057,0,0.0351,148.016,0.647,425216,A L I E N S - Markus Dravs Remix,41
7447,0.175,0.363,0.949,5MSLdXCsDIIOvbsfNxl8PY,6.57e-06,9,0.943,-4.103,1,0.135,142.869,0.323,260640,Cry Baby - Unpeeled,45
7449,0.00156,0.461,0.957,6Xyn0CrKfHeAo5eI8I1cDj,0.00385,5,0.313,-3.306,1,0.139,165.092,0.461,223066,Run For Cover,9
7451,0.0322,0.604,0.997,6jjo5soOHWKK0zSRkJJRUz,0.0138,4,0.322,-4.553,0,0.344,129.98,0.0387,317538,Singularity (feat. Enya Angel),28
7453,0.000523,0.308,0.949,4xIwG7lO0tjNi2Ik1mkP9P,0.116,8,0.197,-3.639,1,0.0718,172.597,0.582,246821,Collide,18
7455,0.707,0.602,0.196,1qfUStcCxWV1hZ0nFhlurm,0.147,5,0.127,-14.888,1,0.0296,90.082,0.302,194458,Give - Acoustic in Amsterdam,0
7457,0.811,0.623,0.566,5uX01op6GerroOdrQ4hs9d,0.000264,2,0.129,-5.531,1,0.0326,135.021,0.396,249222,Abrace Sua Sombra,16
7459,0.142,0.364,0.411,2erYYFtvq9eLZUAY7n8dwT,0.0,7,0.0638,-10.581,1,0.0456,82.419,0.436,249090,I Only Wanna Talk to You (Acoustic),28
7461,0.07,0.596,0.767,3lyfsO3TpItH4pbJiBOBW2,0.0209,9,0.223,-6.427,1,0.0362,121.987,0.52,141594,Blow The Wind,0
7463,0.737,0.678,0.56,41nRu1xZqW9ItHn9RoMh9V,0.0197,2,0.0516,-8.853,1,0.0267,117.762,0.779,170888,How Soon The Dawn,3
7465,0.000463,0.536,0.85,7gR8lWcljJ4oyC6wkywJYL,0.00145,8,0.332,-4.455,1,0.047,137.035,0.331,197680,Empire to Ashes,34
7467,0.000101,0.468,0.875,4SgP6733NuwjazpaCbkr0H,0.00103,6,0.0937,-3.86,0,0.0496,146.024,0.395,195374,Previsões,29
7469,0.00404,0.464,0.678,0SgwO052xbJfN7eOOGQRaM,0.602,9,0.074,-5.606,1,0.0306,124.868,0.274,258146,Elephant,29
7471,0.00801,0.385,0.646,70T3tyb4kydrwCGmgIJJXS,0.000696,10,0.0897,-8.018,1,0.0747,120.044,0.248,201920,Brother - Leon Arcade Remix,37
7473,0.000333,0.389,0.954,7glhk9s9UWuq9Nhd8l8dPi,0.228,2,0.15,-6.89,1,0.0644,158.017,0.475,169319,Runaway,1
7475,4.11e-05,0.609,0.974,2wVKxqK3ZtXnmk1SI4Fwzt,0.00681,5,0.418,-3.556,1,0.0636,113.97,0.498,195560,Sick of Me,49
7476,0.000285,0.458,0.99,2NRa4W3rH4e5GKQMN5Qwyr,0.000893,8,0.454,-3.717,1,0.183,166.904,0.46,211430,Hated,60
7477,0.00043,0.49,0.848,2fmCA13dwQQOGBIbIOWRiJ,8.49e-06,9,0.0665,-5.05,1,0.0645,175.998,0.698,196520,LA Devotee,71
7481,0.0309,0.331,0.946,2W2eaLVKv9NObcLXlYRZZo,5.62e-06,7,0.254,-4.599,1,0.0775,139.965,0.534,159773,Spit It Out,63
7482,0.000311,0.306,0.926,6AAZigYqOch79lKcrSBOv0,0.000644,1,0.0776,-2.754,0,0.0912,158.47,0.483,225066,Killpop,62
7483,0.012,0.544,0.69,3RptaQ5Xb8WvtpItZ2f9Hi,0.0095,6,0.0615,-5.723,0,0.0425,123.962,0.219,276146,Snuff,70
7485,0.00252,0.576,0.989,2MvIMgtWyK88OiPi0J8Dg3,0.0032,2,0.0243,-1.909,1,0.112,135.093,0.352,283400,Psychosocial,74
7486,0.00951,0.598,0.954,1UwwbPgKGOoSbqqHm9Xxzn,2.86e-05,2,0.127,-4.86,1,0.0801,100.98,0.235,311986,Jumpdafuckup,55
7487,7.56e-05,0.583,0.908,020KeD2fwlS3H7KPRHyvWm,0.0,1,0.039,-4.761,1,0.089,92.655,0.564,178666,I Will Be Heard,4
7488,0.000408,0.56,0.985,3y2p2XXpgw5QHxKmokQEHQ,0.015,8,0.11,-3.711,1,0.109,144.968,0.419,169319,To The Threshold,46
7489,0.00253,0.666,0.942,501CSzS4gwNOJnlWHuBt9r,0.0,7,0.114,-3.356,1,0.0591,110.019,0.581,208700,Destroy Everything,53
7490,0.000325,0.595,0.949,5tkcQeBaeM1ZoNs2YUOmnz,4.24e-05,5,0.306,-4.327,1,0.0476,117.97,0.772,199706,Same Damn Life,54
7491,0.0073,0.369,0.979,6zzVypeqTejQTuA6fFMPq9,2.38e-05,0,0.906,-4.638,1,0.114,135.438,0.453,185213,Vultos - Ao Vivo,29
7492,0.000183,0.454,0.909,0nfUTbA7pek6hTwoMD8GTp,0.00026,2,0.371,-5.23,1,0.0555,106.044,0.3,257546,Lifeline,3
7493,0.000238,0.451,0.963,2HdRGpzUrZktJavidKOvGS,0.000381,5,0.813,-4.457,1,0.158,171.896,0.555,234803,Por Entre Os Dedos,0
7494,8.26e-05,0.321,0.976,6teeoZUm5hTU1hMqDT3pbb,4.31e-05,8,0.237,-2.999,1,0.128,148.004,0.464,213373,Little Know It All,2
7495,0.017,0.445,0.681,6gRT1oW0Kf3zjbPaxKevZo,4.76e-06,7,0.099,-5.893,0,0.0508,140.136,0.099,260571,9909,36
7496,3.53e-05,0.183,0.968,6r4qdXgCys0VC22dmMdpwn,1.06e-06,1,0.184,-3.101,1,0.126,184.564,0.605,206893,Incurably Innocent,47
7497,0.00389,0.389,0.758,1DIg9155AY65dpR5Lf5Vg4,0.0,0,0.167,-5.662,1,0.0485,154.919,0.318,218933,Honest,51
7498,0.654,0.43,0.587,0My8NPmENHrN5W7OfgZnZJ,8.83e-05,9,0.158,-8.003,1,0.0348,156.006,0.332,232520,The One,67
7499,0.351,0.662,0.697,4aHIg13kTIDpH9iJ8KreCM,0.0,0,0.354,-4.874,1,0.0276,104.985,0.852,268493,Indian Summer,47
7502,0.00298,0.504,0.957,5ynWvN3bQymHVThxutO4hG,0.0,0,0.187,-2.657,1,0.0529,135.013,0.676,205626,Bad Girlfriend,55
7503,0.00251,0.443,0.844,2qJkesdHu9sMMVFgkRkqhQ,0.0,11,0.085,-5.414,0,0.0425,76.001,0.452,202213,Angel,66
7504,0.000422,0.501,0.975,6eK6eWG03zxQFW8P4OE4Cb,1.53e-06,2,0.364,-3.361,1,0.0941,127.964,0.348,182760,Crawl Back In,44
7509,0.399,0.495,0.639,7HBnZdg7fIQwqMhQhci0VV,0.852,5,0.099,-6.591,1,0.0357,120.047,0.0783,391413,Hypnotised - EP Mix,61
7511,0.0321,0.511,0.76,0bs5FxC46VU3AAQoxk0z1s,0.0,10,0.364,-5.452,1,0.0313,83.967,0.649,198357,Voodoo Doll,31
7513,0.566,0.457,0.396,3keXlszIFVHIBjbd2RAz7p,0.0,9,0.118,-6.777,1,0.0276,184.041,0.533,206616,Come on Get Higher,0
7515,0.00187,0.735,0.717,0xbXKPEEC0h7tPh6A91hjA,0.00131,1,0.136,-5.144,1,0.0316,123.974,0.294,238129,Glory - Franky Rizardo Remix,0
7517,0.151,0.495,0.582,2umLrUIz9YFFMNtEqnbCVt,3.08e-06,2,0.11,-5.826,1,0.03,75.985,0.156,380802,Champagne Supernova,9
7519,0.0581,0.657,0.786,3gSmbwKPmg8S6BZUKzNtnG,1.04e-06,8,0.106,-5.518,1,0.0575,142.008,0.684,295158,More,23
7521,0.134,0.569,0.668,0wFz9zaIGWpkKtk5F6ig1v,0.00408,9,0.0855,-6.109,0,0.0266,83.015,0.714,317186,All In One Night,33
